pathway	pval	padj	overlap	size	overlapGenes	Pathway_Set	Significance
KEGG_NOTCH_SIGNALING_PATHWAY	0.814688574308247	0.977626289169896	9	47	ADAM17,CREBBP,DTX3,HDAC2,KAT2A,MFNG,NOTCH1,PSEN2,PTCRA	KEGG_LEGACY	Not Significant
KEGG_STARCH_AND_SUCROSE_METABOLISM	0.828843972465239	0.982744660380087	7	38	AGL,AMY1C,ENPP1,HK3,PGM1,UGDH,UGP2	KEGG_LEGACY	Not Significant
KEGG_AXON_GUIDANCE	0.82952103053588	0.982744660380087	26	127	ABLIM1,ABLIM3,CHP1,CXCR4,DPYSL5,EFNA4,EPHB3,EPHB6,FYN,LIMK2,LRRC4C,MAPK1,MAPK3,MET,PLXNB1,PPP3CB,PTK2,RAC2,RASA1,RHOD,SEMA3C,SEMA3F,SEMA3G,SEMA4A,SEMA4F,SRGAP1	KEGG_LEGACY	Not Significant
KEGG_ABC_TRANSPORTERS	0.850303556970729	0.993219500288951	8	44	ABCA2,ABCA3,ABCC10,ABCC3,ABCC5,ABCC8,TAP1,TAP2	KEGG_LEGACY	Not Significant
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	0.850303556970729	0.993219500288951	8	44	CYP2A6,CYP2A7,GMPS,IMPDH2,NAT1,NAT2,UCK2,UPP1	KEGG_LEGACY	Not Significant
KEGG_PARKINSONS_DISEASE	0.857787467147665	0.993219500288951	19	97	CASP3,COX6C,COX7C,LRRK2,NDUFA2,NDUFA5,NDUFA7,NDUFB10,NDUFC2,NDUFS4,NDUFS8,PARK7,SDHA,SLC25A5,UBE2J1,UBE2L6,UQCR11,UQCRC2,UQCRQ	KEGG_LEGACY	Not Significant
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	0.859722255626457	0.993219500288951	12	64	CYP2A6,CYP2A7,CYP2B6,FMO1,FMO5,GSTA1,GSTA2,GSTA5,GSTM2,GSTO2,GSTP1,MAOA	KEGG_LEGACY	Not Significant
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	0.875986010287094	0.996367242327863	4	25	BHLHA15,HHEX,MNX1,PAX6	KEGG_LEGACY	Not Significant
KEGG_GLYCEROLIPID_METABOLISM	0.883851217911626	0.996367242327863	7	41	AKR1A1,AKR1B1,ALDH2,ALDH3A2,ALDH7A1,DGAT1,DGAT2	KEGG_LEGACY	Not Significant
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	0.885175003030628	0.996367242327863	3	20	AKR1B1,UGDH,UGP2	KEGG_LEGACY	Not Significant
KEGG_CARDIAC_MUSCLE_CONTRACTION	0.888159567806325	0.996367242327863	13	71	ATP1A2,CACNA1D,CACNA2D2,CACNG1,CACNG4,COX6C,COX7C,SLC8A1,TNNI3,TPM4,UQCR11,UQCRC2,UQCRQ	KEGG_LEGACY	Not Significant
KEGG_HUNTINGTONS_DISEASE	0.889230979711964	0.996367242327863	31	156	AP2B1,CASP3,COX6C,COX7C,CREB1,CREB3L2,CREBBP,DCTN4,DNAL1,DNALI1,GNAQ,HDAC2,HIP1,HTT,NDUFA2,NDUFA5,NDUFA7,NDUFB10,NDUFC2,NDUFS4,NDUFS8,PLCB2,POLR2D,POLR2L,SDHA,SLC25A5,SOD2,TBPL1,UQCR11,UQCRC2,UQCRQ	KEGG_LEGACY	Not Significant
KEGG_PENTOSE_PHOSPHATE_PATHWAY	0.894959565001101	0.996781311917393	4	26	PFKM,PFKP,PGM1,RBKS	KEGG_LEGACY	Not Significant
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	0.901672480238534	0.998280245978377	2	15	ST3GAL5,ST8SIA1	KEGG_LEGACY	Not Significant
KEGG_NUCLEOTIDE_EXCISION_REPAIR	0.911617482119185	1	7	43	CCNH,CDK7,GTF2H5,MNAT1,POLD4,RFC4,XPA	KEGG_LEGACY	Not Significant
KEGG_SPHINGOLIPID_METABOLISM	0.918886921181669	1	5	33	ASAH1,KDSR,SPHK2,UGCG,UGT8	KEGG_LEGACY	Not Significant
KEGG_OXIDATIVE_PHOSPHORYLATION	0.923530159192717	1	18	99	ATP6V0A2,ATP6V0A4,ATP6V1B1,ATP6V1C2,ATP6V1H,COX6C,COX7C,NDUFA2,NDUFA5,NDUFA7,NDUFB10,NDUFC2,NDUFS4,NDUFS8,SDHA,UQCR11,UQCRC2,UQCRQ	KEGG_LEGACY	Not Significant
KEGG_RNA_DEGRADATION	0.931103913594152	1	8	50	CNOT2,CNOT8,DCP1A,DCPS,ENO1,ENO2,MPHOSPH6,PARN	KEGG_LEGACY	Not Significant
KEGG_RETINOL_METABOLISM	0.939997868064922	1	8	51	CYP2A6,CYP2A7,CYP2B6,DGAT1,DGAT2,DHRS9,PNPLA4,RDH10	KEGG_LEGACY	Not Significant
KEGG_CITRATE_CYCLE_TCA_CYCLE	0.94763123711505	1	4	30	IDH2,PDHA1,PDHB,SDHA	KEGG_LEGACY	Not Significant
KEGG_LINOLEIC_ACID_METABOLISM	0.964091645302803	1	3	26	JMJD7-PLA2G4B,PLA2G10,PLA2G12A	KEGG_LEGACY	Not Significant
KEGG_RNA_POLYMERASE	0.970686832348308	1	3	27	POLR2D,POLR2L,POLR3K	KEGG_LEGACY	Not Significant
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES	0.977214464466795	1	1	14	ST8SIA1	KEGG_LEGACY	Not Significant
KEGG_RIBOFLAVIN_METABOLISM	0.977214464466795	1	1	14	ENPP1	KEGG_LEGACY	Not Significant
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	0.979475967838191	1	2	22	EARS2,IARS2	KEGG_LEGACY	Not Significant
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	0.994969547243538	1	7	61	CYP2B6,GSTA1,GSTA2,GSTA5,GSTM2,GSTO2,GSTP1	KEGG_LEGACY	Not Significant
KEGG_TASTE_TRANSDUCTION	0.995313701417343	1	5	49	ADCY6,ITPR3,PLCB2,PRKX,SCNN1A	KEGG_LEGACY	Not Significant
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	0.999481393033116	1	42	267	ADRA2A,AGTR1,C3AR1,CGA,CHRNA10,CHRNA5,CHRNG,EDNRA,F2RL2,FPR1,FPR2,FPR3,GABRP,GHR,GHSR,GLRA3,GRIA2,GRIK3,GRIN3A,GRPR,GZMA,HTR1F,HTR7,LHB,NPY1R,P2RX4,P2RX5,P2RY14,P2RY6,P2RY8,PRLHR,PRLR,PRSS1,PTAFR,PTGDR,PTGER3,PTGER4,PTGIR,S1PR2,S1PR4,SSTR2,TSPO	KEGG_LEGACY	Not Significant
KEGG_SPLICEOSOME	0.999764535993424	1	14	121	ALYREF,AQR,DDX46,HSPA1A,HSPA2,NCBP1,PRPF40B,SF3B3,SNRPB,SRSF1,THOC3,U2AF1,WBP11,ZMAT2	KEGG_LEGACY	Not Significant
KEGG_RIBOSOME	0.999992147300756	1	6	87	RPL22,RPL22L1,RPL41,RPL9,RPS23,RPS27L	KEGG_LEGACY	Not Significant
KEGG_OLFACTORY_TRANSDUCTION	0.999998014078616	1	13	142	ARRB2,CALML5,CAMK2B,CAMK2D,CLCA2,OR10H2,OR10J5,OR11A1,OR1S2,OR4X2,OR7E24,OR8B8,PRKX	KEGG_LEGACY	Not Significant
KEGG_OTHER_GLYCAN_DEGRADATION	1	1	0	15		KEGG_LEGACY	Not Significant
